DATE,AWND,PRCP,TMAX,TMIN,TOBS,BEAUFORT_SCALE,PRCP_SCALE,MEAN_TEMP
2020-08-30,4.8125,1.3847058823529412,27.02142857142857,17.892857142857142,19.119999999999997,Gentle Breeze,Slight,21.344761904761906
2020-08-31,2.3625,0.009876543209876543,25.514285714285712,15.271428571428574,16.3,Light Breeze,Slight,19.02857142857143
2020-09-01,3.5875000000000004,2.5977272727272727,25.47857142857143,17.928571428571427,19.25,Gentle Breeze,Slight,20.885714285714286
2020-09-02,2.9875000000000003,2.896703296703296,26.66428571428571,20.0,21.3,Light Breeze,Slight,22.6547619047619
2020-09-03,2.625,4.52258064516129,28.97857142857143,21.30714285714286,22.133333333333333,Light Breeze,Slight,24.139682539682543
2020-09-04,3.0,12.758695652173913,30.11428571428571,19.328571428571426,21.099999999999998,Light Breeze,Slight,23.51428571428571
2020-09-05,2.7624999999999997,0.02261904761904762,27.864285714285717,16.671428571428574,16.88,Light Breeze,Slight,20.471904761904764
2020-09-06,2.7625,0.0,27.214285714285715,16.228571428571428,17.24,Light Breeze,Slight,20.227619047619047
2020-09-07,2.475,0.0,27.414285714285718,16.82857142857143,17.02,Light Breeze,Slight,20.420952380952382
2020-09-08,1.7625000000000002,0.0,27.985714285714288,17.3,17.400000000000002,Light Breeze,Slight,20.8952380952381
2020-09-09,1.7249999999999999,0.017241379310344827,28.057142857142857,18.32857142857143,18.683333333333334,Light Breeze,Slight,21.68968253968254
